"invoiceno","customerid","country","invoicemonth","totalinvoiceamount","totalitems","distinctproducts","highvaluebasket"
"545234","18075",United Kingdom,2011-03-01 00:00:00.000,256.85,109,12,1
"545235","12683",France,2011-03-01 00:00:00.000,352.20,247,17,1
"545237","15709",United Kingdom,2011-03-01 00:00:00.000,133.25,121,6,1
"545238","15241",United Kingdom,2011-03-01 00:00:00.000,395.33,434,28,1
"545276","12933",United Kingdom,2011-03-01 00:00:00.000,110.75,65,7,1
"545279","17811",United Kingdom,2011-03-01 00:00:00.000,122.50,53,7,1
"545287","15971",United Kingdom,2011-03-01 00:00:00.000,117.00,60,1,1
"545288","15311",United Kingdom,2011-03-01 00:00:00.000,1390.06,1003,33,1
"545289","14732",United Kingdom,2011-03-01 00:00:00.000,470.88,242,30,1
"545290","14688",United Kingdom,2011-03-01 00:00:00.000,209.05,113,17,1
"545294","17965",United Kingdom,2011-03-01 00:00:00.000,313.58,298,33,1
"545295","12709",Germany,2011-03-01 00:00:00.000,762.50,384,14,1
"545299","",United Kingdom,2011-03-01 00:00:00.000,4.95,1,1,0
"545300","15092",United Kingdom,2011-03-01 00:00:00.000,323.16,116,19,1
"545301","12679",France,2011-03-01 00:00:00.000,794.06,333,42,1
"545302","14506",United Kingdom,2011-03-01 00:00:00.000,297.16,107,38,1
"545303","15319",United Kingdom,2011-03-01 00:00:00.000,204.50,175,16,1
"545304","16212",United Kingdom,2011-03-01 00:00:00.000,498.15,151,30,1
"545305","15257",United Kingdom,2011-03-01 00:00:00.000,317.15,46,7,1
"545306","17027",United Kingdom,2011-03-01 00:00:00.000,13.20,6,2,0
"545308","14656",United Kingdom,2011-03-01 00:00:00.000,133.11,40,29,1
"545309","13884",United Kingdom,2011-03-01 00:00:00.000,138.15,49,7,1
"545310","15456",United Kingdom,2011-03-01 00:00:00.000,17.67,21,5,0
"545311","15660",United Kingdom,2011-03-01 00:00:00.000,155.00,108,9,1
"545312","15456",United Kingdom,2011-03-01 00:00:00.000,185.70,202,28,1
"545313","15953",United Kingdom,2011-03-01 00:00:00.000,242.03,135,10,1
"545314","12866",Belgium,2011-03-01 00:00:00.000,559.12,171,26,1
"545315","",United Kingdom,2011-03-01 00:00:00.000,231.06,34,24,1
"545316","",United Kingdom,2011-03-01 00:00:00.000,116.79,18,17,1
"545317","",United Kingdom,2011-03-01 00:00:00.000,580.41,77,49,1
"545318","14676",United Kingdom,2011-03-01 00:00:00.000,556.32,504,11,1
"545319","16839",United Kingdom,2011-03-01 00:00:00.000,412.32,152,4,1
"545320","14156",EIRE,2011-03-01 00:00:00.000,2541.15,669,6,1
"545321","12747",United Kingdom,2011-03-01 00:00:00.000,310.78,146,12,1
"545322","13599",United Kingdom,2011-03-01 00:00:00.000,580.57,349,15,1
"545323","12352",Norway,2011-03-01 00:00:00.000,144.35,26,5,1
"545324","13110",United Kingdom,2011-03-01 00:00:00.000,268.60,68,27,1
"545325","16525",United Kingdom,2011-03-01 00:00:00.000,329.34,322,4,1
"545326","14560",United Kingdom,2011-03-01 00:00:00.000,34.75,5,2,0
"545327","13166",United Kingdom,2011-03-01 00:00:00.000,417.20,216,39,1
"545328","16389",United Kingdom,2011-03-01 00:00:00.000,119.65,59,6,1
"545331","17961",United Kingdom,2011-03-01 00:00:00.000,2.50,2,1,0
"545332","12352",Norway,2011-03-01 00:00:00.000,840.30,3,1,1
"545333","",United Kingdom,2011-03-01 00:00:00.000,1734.52,429,158,1
"545334","15750",United Kingdom,2011-03-01 00:00:00.000,270.40,256,44,1
"545336","12428",Finland,2011-03-01 00:00:00.000,551.2,2,1,1
"545337","15984",United Kingdom,2011-03-01 00:00:00.000,227.60,120,30,1
"545338","17449",United Kingdom,2011-03-01 00:00:00.000,338.34,156,50,1
"545339","14292",United Kingdom,2011-03-01 00:00:00.000,463.00,228,19,1
"545340","15416",United Kingdom,2011-03-01 00:00:00.000,1375.24,786,69,1
"545341","17949",United Kingdom,2011-03-01 00:00:00.000,1642.50,150,1,1
"545342","13497",United Kingdom,2011-03-01 00:00:00.000,194.55,109,10,1
"545343","15733",United Kingdom,2011-03-01 00:00:00.000,162.30,62,10,1
"545344","16678",United Kingdom,2011-03-01 00:00:00.000,312.18,182,18,1
"545345","14180",United Kingdom,2011-03-01 00:00:00.000,382.10,41,16,1
"545346","12834",United Kingdom,2011-03-01 00:00:00.000,312.38,110,18,1
"545347","13094",United Kingdom,2011-03-01 00:00:00.000,76.32,72,1,0
"545348","12913",United Kingdom,2011-03-01 00:00:00.000,134.97,87,4,1
"545349","18118",United Kingdom,2011-03-01 00:00:00.000,172.60,146,34,1
"545377","14606",United Kingdom,2011-03-01 00:00:00.000,122.07,62,37,1
"545398","13722",United Kingdom,2011-03-01 00:00:00.000,1463.47,958,46,1
"545399","14934",Channel Islands,2011-03-01 00:00:00.000,828.84,459,39,1
"545400","17048",United Kingdom,2011-03-01 00:00:00.000,501.99,281,23,1
"545408","15067",United Kingdom,2011-03-01 00:00:00.000,848.05,335,35,1
"545410","16670",United Kingdom,2011-03-01 00:00:00.000,615.33,371,40,1
"545411","16128",United Kingdom,2011-03-01 00:00:00.000,388.30,174,20,1
"545412","15061",United Kingdom,2011-03-01 00:00:00.000,597.81,203,7,1
"545413","15061",United Kingdom,2011-03-01 00:00:00.000,255.00,750,3,1
"545414","12980",United Kingdom,2011-03-01 00:00:00.000,838.80,24,1,1
"545415","15641",United Kingdom,2011-03-01 00:00:00.000,453.79,309,31,1
"545416","17770",United Kingdom,2011-03-01 00:00:00.000,603.17,231,21,1
"545417","15622",United Kingdom,2011-03-01 00:00:00.000,576.00,222,29,1
"545418","14473",United Kingdom,2011-03-01 00:00:00.000,85.0,10,1,0
"545419","15104",United Kingdom,2011-03-01 00:00:00.000,374.64,220,28,1
"545423","15643",United Kingdom,2011-03-01 00:00:00.000,337.10,176,23,1
"545424","",United Kingdom,2011-03-01 00:00:00.000,3.80,4,1,0
"545425","16792",United Kingdom,2011-03-01 00:00:00.000,100.43,43,10,1
"545426","15189",United Kingdom,2011-03-01 00:00:00.000,276.66,82,6,1
"545427","16792",United Kingdom,2011-03-01 00:00:00.000,9.95,1,1,0
"545428","14239",United Kingdom,2011-03-01 00:00:00.000,430.50,148,22,1
"545429","15031",United Kingdom,2011-03-01 00:00:00.000,150.83,67,24,1
"545430","15636",United Kingdom,2011-03-01 00:00:00.000,306.70,82,8,1
"545431","12873",United Kingdom,2011-03-01 00:00:00.000,374.00,128,4,1
"545433","17923",United Kingdom,2011-03-01 00:00:00.000,207.50,50,1,1
"545435","16217",United Kingdom,2011-03-01 00:00:00.000,183.00,60,11,1
"545441","14657",United Kingdom,2011-03-01 00:00:00.000,108.32,62,14,1
"545445","17738",United Kingdom,2011-03-01 00:00:00.000,779.92,292,41,1
"545447","17426",United Kingdom,2011-03-01 00:00:00.000,1193.88,546,66,1
"545448","12753",Japan,2011-03-01 00:00:00.000,15.30,6,1,0
"545459","17576",United Kingdom,2011-03-01 00:00:00.000,136.12,150,15,1
"545460","13230",United Kingdom,2011-03-01 00:00:00.000,275.53,133,71,1
"545461","14388",United Kingdom,2011-03-01 00:00:00.000,401.45,219,22,1
"545462","17567",United Kingdom,2011-03-01 00:00:00.000,535.38,348,29,1
"545463","13784",United Kingdom,2011-03-01 00:00:00.000,96.75,57,3,0
"545464","",United Kingdom,2011-03-01 00:00:00.000,1749.57,434,192,1
"545465","16957",United Kingdom,2011-03-01 00:00:00.000,114.84,64,4,1
"545466","18102",United Kingdom,2011-03-01 00:00:00.000,1396.00,200,1,1
"545467","15304",United Kingdom,2011-03-01 00:00:00.000,105.45,15,4,1
"545468","16571",United Kingdom,2011-03-01 00:00:00.000,436.68,378,29,1
"545469","17646",United Kingdom,2011-03-01 00:00:00.000,345.85,85,18,1
"545470","14483",United Kingdom,2011-03-01 00:00:00.000,137.10,97,9,1
"545471","15087",United Kingdom,2011-03-01 00:00:00.000,306.94,470,15,1
"545474","16709",United Kingdom,2011-03-01 00:00:00.000,1120.53,363,31,1
"545475","12415",Australia,2011-03-01 00:00:00.000,16726.84,10272,82,1
"545477","14573",United Kingdom,2011-03-01 00:00:00.000,134.50,28,16,1
"545503","15719",United Kingdom,2011-03-01 00:00:00.000,183.65,78,29,1
"545505","17856",United Kingdom,2011-03-01 00:00:00.000,482.81,347,5,1
"545512","17389",United Kingdom,2011-03-01 00:00:00.000,124.68,42,5,1
"545514","15053",United Kingdom,2011-03-01 00:00:00.000,222.65,257,19,1
"545515","12727",France,2011-03-01 00:00:00.000,534.76,317,28,1
"545517","12727",France,2011-03-01 00:00:00.000,38.40,25,2,0
"545518","18218",United Kingdom,2011-03-01 00:00:00.000,289.22,310,15,1
"545519","16159",United Kingdom,2011-03-01 00:00:00.000,348.20,236,14,1
"545521","17995",United Kingdom,2011-03-01 00:00:00.000,76.10,133,2,0
"545522","15596",United Kingdom,2011-03-01 00:00:00.000,303.03,149,17,1
"545523","14524",United Kingdom,2011-03-01 00:00:00.000,194.60,69,39,1
"545524","17374",United Kingdom,2011-03-01 00:00:00.000,191.95,29,12,1
"545526","17789",United Kingdom,2011-03-01 00:00:00.000,225.90,74,14,1
"545530","17416",United Kingdom,2011-03-01 00:00:00.000,2114.71,1345,98,1
"545533","12524",Germany,2011-03-01 00:00:00.000,475.44,343,23,1
"545534","17652",United Kingdom,2011-03-01 00:00:00.000,222.30,98,13,1
"545535","13199",United Kingdom,2011-03-01 00:00:00.000,73.92,96,2,0
"545536","12417",Belgium,2011-03-01 00:00:00.000,410.00,126,19,1
"545543","13476",United Kingdom,2011-03-01 00:00:00.000,727.60,164,29,1
"545544","14057",United Kingdom,2011-03-01 00:00:00.000,294.33,459,20,1
"545545","17841",United Kingdom,2011-03-01 00:00:00.000,187.11,87,48,1
"545550","18041",United Kingdom,2011-03-01 00:00:00.000,148.49,203,7,1
"545555","17757",United Kingdom,2011-03-01 00:00:00.000,137.62,57,20,1
"545557","12500",Germany,2011-03-01 00:00:00.000,249.84,193,5,1
"545558","17873",United Kingdom,2011-03-01 00:00:00.000,485.78,302,11,1
"545559","15005",United Kingdom,2011-03-01 00:00:00.000,287.22,137,51,1
"545568","",United Kingdom,2011-03-01 00:00:00.000,1799.38,522,225,1
"545570","12817",Austria,2011-03-01 00:00:00.000,166.04,53,4,1
"545571","17700",United Kingdom,2011-03-01 00:00:00.000,602.61,319,36,1
"545573","15393",United Kingdom,2011-03-01 00:00:00.000,124.10,94,8,1
"545574","13959",United Kingdom,2011-03-01 00:00:00.000,122.70,80,18,1
"545575","13014",United Kingdom,2011-03-01 00:00:00.000,515.38,146,11,1
"545576","15611",United Kingdom,2011-03-01 00:00:00.000,99.75,13,3,0
"545577","14702",United Kingdom,2011-03-01 00:00:00.000,161.50,47,14,1
"545578","13715",United Kingdom,2011-03-01 00:00:00.000,137.49,95,8,1
"545579","17508",Greece,2011-03-01 00:00:00.000,387.31,289,22,1
"545580","13931",United Kingdom,2011-03-01 00:00:00.000,378.21,211,20,1
"545581","",United Kingdom,2011-03-01 00:00:00.000,733.78,232,14,1
"545582","13694",United Kingdom,2011-03-01 00:00:00.000,3547.34,1976,23,1
"545583","12553",France,2011-03-01 00:00:00.000,317.25,125,16,1
"545584","",United Kingdom,2011-03-01 00:00:00.000,7.95,1,1,0
"545585","12541",Spain,2011-03-01 00:00:00.000,312.40,288,17,1
"545586","",United Kingdom,2011-03-01 00:00:00.000,44.85,43,11,0
"545587","14796",United Kingdom,2011-03-01 00:00:00.000,281.49,221,58,1
"545588","13382",United Kingdom,2011-03-01 00:00:00.000,222.99,131,15,1
"545589","17001",United Kingdom,2011-03-01 00:00:00.000,333.20,178,15,1
"545590","15220",United Kingdom,2011-03-01 00:00:00.000,316.11,275,23,1
"545591","17581",United Kingdom,2011-03-01 00:00:00.000,356.90,235,22,1
"545592","17581",United Kingdom,2011-03-01 00:00:00.000,369.95,125,18,1
"545593","17581",United Kingdom,2011-03-01 00:00:00.000,102.40,16,3,1
"545595","14570",United Kingdom,2011-03-01 00:00:00.000,167.91,85,20,1
"545596","14447",United Kingdom,2011-03-01 00:00:00.000,265.00,136,15,1
"545597","14570",United Kingdom,2011-03-01 00:00:00.000,50.15,10,9,0
"545601","15827",United Kingdom,2011-03-01 00:00:00.000,152.00,52,9,1
"545602","17315",United Kingdom,2011-03-01 00:00:00.000,109.16,87,13,1
"545603","15827",United Kingdom,2011-03-01 00:00:00.000,38.10,14,2,0
"545630","14466",United Kingdom,2011-03-01 00:00:00.000,332.40,108,8,1
"545634","14911",EIRE,2011-03-01 00:00:00.000,308.18,264,19,1
"545635","13557",United Kingdom,2011-03-01 00:00:00.000,240.68,224,16,1
"545636","16449",United Kingdom,2011-03-01 00:00:00.000,416.69,237,23,1
"545637","15514",United Kingdom,2011-03-01 00:00:00.000,292.03,261,20,1
"545638","13113",United Kingdom,2011-03-01 00:00:00.000,235.91,85,9,1
"545644","16333",United Kingdom,2011-03-01 00:00:00.000,1920.48,3528,5,1
"545645","12755",Japan,2011-03-01 00:00:00.000,17.55,3,3,0
"545646","14779",United Kingdom,2011-03-01 00:00:00.000,38.00,14,6,0
"545647","12547",Spain,2011-03-01 00:00:00.000,159.40,109,6,1
"545648","17325",United Kingdom,2011-03-01 00:00:00.000,96.80,60,6,0
"545649","14995",United Kingdom,2011-03-01 00:00:00.000,119.31,51,37,1
"545652","16414",United Kingdom,2011-03-01 00:00:00.000,50.80,16,3,0
"545653","15311",United Kingdom,2011-03-01 00:00:00.000,935.54,579,35,1
"545654","15681",United Kingdom,2011-03-01 00:00:00.000,345.68,256,17,1
"545655","14670",United Kingdom,2011-03-01 00:00:00.000,96.24,66,43,0
"545656","14057",United Kingdom,2011-03-01 00:00:00.000,99.00,12,6,0
"545657","14911",EIRE,2011-03-01 00:00:00.000,877.31,593,56,1
"545658","14670",United Kingdom,2011-03-01 00:00:00.000,296.62,260,75,1
"545659","15675",United Kingdom,2011-03-01 00:00:00.000,45.00,36,3,0
"545660","17191",United Kingdom,2011-03-01 00:00:00.000,310.77,159,36,1
"545661","15358",United Kingdom,2011-03-01 00:00:00.000,829.85,739,52,1
"545662","15358",United Kingdom,2011-03-01 00:00:00.000,208.20,92,11,1
"545663","13491",United Kingdom,2011-03-01 00:00:00.000,162.08,203,13,1
"545664","12584",Italy,2011-03-01 00:00:00.000,463.63,84,18,1
"545665","17535",United Kingdom,2011-03-01 00:00:00.000,164.40,136,13,1
"545667","",United Kingdom,2011-03-01 00:00:00.000,1397.75,354,187,1
"545668","14031",United Kingdom,2011-03-01 00:00:00.000,532.13,301,10,1
"545669","17243",United Kingdom,2011-03-01 00:00:00.000,177.60,64,8,1
"545670","15465",United Kingdom,2011-03-01 00:00:00.000,292.75,65,5,1
"545675","18223",United Kingdom,2011-03-01 00:00:00.000,15.00,12,1,0
"545676","15034",United Kingdom,2011-03-01 00:00:00.000,246.76,152,6,1
"545680","15400",United Kingdom,2011-03-01 00:00:00.000,346.10,190,5,1
"545681","16923",United Kingdom,2011-03-01 00:00:00.000,655.03,289,55,1
"545682","14701",United Kingdom,2011-03-01 00:00:00.000,253.79,111,39,1
"545683","14903",United Kingdom,2011-03-01 00:00:00.000,529.88,232,56,1
"545684","15606",United Kingdom,2011-03-01 00:00:00.000,279.80,76,7,1
"545685","14499",United Kingdom,2011-03-01 00:00:00.000,122.87,70,41,1
"545686","18211",United Kingdom,2011-03-01 00:00:00.000,137.90,56,8,1
"545687","17769",United Kingdom,2011-03-01 00:00:00.000,506.35,344,71,1
"545688","16033",United Kingdom,2011-03-01 00:00:00.000,630.22,211,60,1
"545690","13263",United Kingdom,2011-03-01 00:00:00.000,427.03,185,107,1
"545691","14161",United Kingdom,2011-03-01 00:00:00.000,263.04,140,25,1
"545692","17428",United Kingdom,2011-03-01 00:00:00.000,510.70,188,15,1
"545693","16422",United Kingdom,2011-03-01 00:00:00.000,796.86,746,12,1
"545694","16422",United Kingdom,2011-03-01 00:00:00.000,120.00,96,1,1
"545695","17050",United Kingdom,2011-03-01 00:00:00.000,826.37,340,85,1
"545696","15696",United Kingdom,2011-03-01 00:00:00.000,222.05,111,19,1
"545697","14504",United Kingdom,2011-03-01 00:00:00.000,147.23,110,32,1
"545698","15572",United Kingdom,2011-03-01 00:00:00.000,225.14,19,15,1
"545699","15572",United Kingdom,2011-03-01 00:00:00.000,220.77,196,25,1
"545700","17811",United Kingdom,2011-03-01 00:00:00.000,166.45,150,15,1
"545701","17107",United Kingdom,2011-03-01 00:00:00.000,1695.21,826,63,1
"545702","14247",United Kingdom,2011-03-01 00:00:00.000,136.77,47,19,1
"545703","",United Kingdom,2011-03-01 00:00:00.000,7.95,1,1,0
"545704","16638",United Kingdom,2011-03-01 00:00:00.000,215.55,23,6,1
"545705","15554",United Kingdom,2011-03-01 00:00:00.000,217.20,74,14,1
"545706","12712",Germany,2011-03-01 00:00:00.000,219.30,91,9,1
"545707","13881",United Kingdom,2011-03-01 00:00:00.000,673.90,506,4,1
"545708","14915",United Kingdom,2011-03-01 00:00:00.000,142.28,76,8,1
"545709","12708",Germany,2011-03-01 00:00:00.000,282.66,191,18,1
"545710","13117",United Kingdom,2011-03-01 00:00:00.000,90.60,72,7,0
"545711","16136",United Kingdom,2011-03-01 00:00:00.000,159.30,66,8,1
"545712","18280",United Kingdom,2011-03-01 00:00:00.000,180.60,45,10,1
"545713","",United Kingdom,2011-03-01 00:00:00.000,5307.65,1365,119,1
"545714","",United Kingdom,2011-03-01 00:00:00.000,504.46,76,44,1
"545715","",United Kingdom,2011-03-01 00:00:00.000,786.23,118,50,1
"545716","",United Kingdom,2011-03-01 00:00:00.000,912.69,132,55,1
"545717","",United Kingdom,2011-03-01 00:00:00.000,638.94,79,46,1
"545718","12614",Germany,2011-03-01 00:00:00.000,315.60,76,20,1
"545719","13344",United Kingdom,2011-03-01 00:00:00.000,1656.15,599,68,1
"545721","15039",United Kingdom,2011-03-01 00:00:00.000,590.50,251,41,1
"545722","16013",United Kingdom,2011-03-01 00:00:00.000,475.20,96,1,1
"545725","16621",United Kingdom,2011-03-01 00:00:00.000,162.85,47,5,1
"545738","17571",United Kingdom,2011-03-01 00:00:00.000,75.60,72,2,0
"545748","17381",United Kingdom,2011-03-01 00:00:00.000,1588.68,1476,14,1
"545752","17381",United Kingdom,2011-03-01 00:00:00.000,431.28,888,3,1
"545759","16316",United Kingdom,2011-03-01 00:00:00.000,806.05,204,23,1
"545764","13408",United Kingdom,2011-03-01 00:00:00.000,294.17,130,15,1
"545790","16316",United Kingdom,2011-03-01 00:00:00.000,17.0,2,1,0
"545797","16225",United Kingdom,2011-03-01 00:00:00.000,326.91,176,57,1
"545812","14214",United Kingdom,2011-03-01 00:00:00.000,638.65,313,37,1
"545815","14012",United Kingdom,2011-03-01 00:00:00.000,328.80,160,11,1
"545819","16356",United Kingdom,2011-03-01 00:00:00.000,102.00,44,15,1
"545820","13884",United Kingdom,2011-03-01 00:00:00.000,40.2,14,2,0
"545821","13001",United Kingdom,2011-03-01 00:00:00.000,591.02,338,27,1
"545822","13884",United Kingdom,2011-03-01 00:00:00.000,17.90,2,1,0
"545826","17696",United Kingdom,2011-03-01 00:00:00.000,318.24,301,16,1
"545827","",United Kingdom,2011-03-01 00:00:00.000,24.45,9,9,0
"545830","17634",United Kingdom,2011-03-01 00:00:00.000,451.66,123,50,1
"545832","",United Kingdom,2011-03-01 00:00:00.000,17.90,2,2,0
"545835","17654",United Kingdom,2011-03-01 00:00:00.000,117.55,41,22,1
"545838","14606",United Kingdom,2011-03-01 00:00:00.000,100.97,49,36,1
"545842","15498",United Kingdom,2011-03-01 00:00:00.000,557.00,238,30,1
"545845","12754",Japan,2011-03-01 00:00:00.000,16.05,12,12,0
"545851","15026",United Kingdom,2011-03-01 00:00:00.000,108.98,58,20,1
"545853","16517",United Kingdom,2011-03-01 00:00:00.000,162.70,96,17,1
"545854","14817",United Kingdom,2011-03-01 00:00:00.000,580.79,374,34,1
"545855","15290",United Kingdom,2011-03-01 00:00:00.000,246.30,138,11,1
"545856","16225",United Kingdom,2011-03-01 00:00:00.000,89.70,24,4,0
"545858","",United Kingdom,2011-03-01 00:00:00.000,24,6,1,0
"545859","15498",United Kingdom,2011-03-01 00:00:00.000,593.92,276,16,1
"545865","15769",United Kingdom,2011-03-01 00:00:00.000,2597.40,1548,8,1
"545868","17841",United Kingdom,2011-03-01 00:00:00.000,145.70,52,25,1
"545869","17162",United Kingdom,2011-03-01 00:00:00.000,196.45,143,13,1
"545870","17162",United Kingdom,2011-03-01 00:00:00.000,15.30,6,1,0
"545871","17092",United Kingdom,2011-03-01 00:00:00.000,134.90,109,10,1
"545872","15752",United Kingdom,2011-03-01 00:00:00.000,379.25,282,89,1
"545873","13092",United Kingdom,2011-03-01 00:00:00.000,110.20,22,6,1
"545874","12841",United Kingdom,2011-03-01 00:00:00.000,79.40,70,8,0
"545883","15974",United Kingdom,2011-03-01 00:00:00.000,147.95,45,9,1
"545888","13798",United Kingdom,2011-03-01 00:00:00.000,416.22,322,5,1
"545889","15291",United Kingdom,2011-03-01 00:00:00.000,45,1,1,0
"545890","16782",United Kingdom,2011-03-01 00:00:00.000,92.80,24,5,0
"545894","16242",United Kingdom,2011-03-01 00:00:00.000,211.36,95,23,1
"545895","",United Kingdom,2011-03-01 00:00:00.000,2092.33,554,223,1
"545896","15869",United Kingdom,2011-03-01 00:00:00.000,61.59,118,5,0
"545897","",United Kingdom,2011-03-01 00:00:00.000,1762.22,577,250,1
"545898","15869",United Kingdom,2011-03-01 00:00:00.000,88.05,57,8,0
"545899","17817",United Kingdom,2011-03-01 00:00:00.000,74.70,25,11,0
"545900","17817",United Kingdom,2011-03-01 00:00:00.000,195,1,1,1
"545901","15834",United Kingdom,2011-03-01 00:00:00.000,1022.77,404,149,1
"545902","15834",United Kingdom,2011-03-01 00:00:00.000,250,2,2,1
"545904","13468",United Kingdom,2011-03-01 00:00:00.000,126.65,43,7,1
"545905","15234",United Kingdom,2011-03-01 00:00:00.000,197.00,196,14,1
"545906","15764",United Kingdom,2011-03-01 00:00:00.000,1120.93,623,59,1
"545907","15806",United Kingdom,2011-03-01 00:00:00.000,300.36,274,16,1
"545908","14709",United Kingdom,2011-03-01 00:00:00.000,461.25,251,20,1
"545909","15819",United Kingdom,2011-03-01 00:00:00.000,639.64,522,41,1
"545910","14586",United Kingdom,2011-03-01 00:00:00.000,237.36,444,19,1
"545911","17940",United Kingdom,2011-03-01 00:00:00.000,181.44,864,2,1
"545912","15944",United Kingdom,2011-03-01 00:00:00.000,325.10,50,6,1
"545913","16779",United Kingdom,2011-03-01 00:00:00.000,431.58,220,14,1
"545914","13340",United Kingdom,2011-03-01 00:00:00.000,3678.03,1605,51,1
"545915","17419",United Kingdom,2011-03-01 00:00:00.000,329.08,168,16,1
"545916","12528",Germany,2011-03-01 00:00:00.000,278.13,77,13,1
"545918","16917",United Kingdom,2011-03-01 00:00:00.000,391.52,232,9,1
"545928","14407",United Kingdom,2011-03-01 00:00:00.000,357.18,134,19,1
"545933","13908",United Kingdom,2011-03-01 00:00:00.000,496.00,349,28,1
"545937","12758",Portugal,2011-03-01 00:00:00.000,1570.19,1109,56,1
"545945","16710",United Kingdom,2011-03-01 00:00:00.000,122.61,72,24,1
"545978","13975",United Kingdom,2011-03-01 00:00:00.000,671.16,446,111,1
"545979","12748",United Kingdom,2011-03-01 00:00:00.000,111.00,116,25,1
"545980","14730",United Kingdom,2011-03-01 00:00:00.000,250.87,138,49,1
"545987","17389",United Kingdom,2011-03-01 00:00:00.000,105.54,18,3,1
"545988","12662",Germany,2011-03-01 00:00:00.000,301.40,169,19,1
"545989","14560",United Kingdom,2011-03-01 00:00:00.000,301.40,32,3,1
"545991","15311",United Kingdom,2011-03-01 00:00:00.000,896.71,565,29,1
"545992","16927",United Kingdom,2011-03-01 00:00:00.000,123.35,23,3,1
"545993","13777",United Kingdom,2011-03-01 00:00:00.000,421.09,199,6,1
"545994","12623",Germany,2011-03-01 00:00:00.000,305.10,191,18,1
"545995","15023",United Kingdom,2011-03-01 00:00:00.000,759.44,414,67,1
"545996","14367",United Kingdom,2011-03-01 00:00:00.000,983.16,480,82,1
"545998","13373",United Kingdom,2011-03-01 00:00:00.000,987.70,458,50,1
"545999","13089",United Kingdom,2011-03-01 00:00:00.000,1195.95,699,58,1
"546000","13089",United Kingdom,2011-03-01 00:00:00.000,72.00,32,4,0
"546001","13854",United Kingdom,2011-03-01 00:00:00.000,329.36,52,4,1
"546002","",United Kingdom,2011-03-01 00:00:00.000,2.55,1,1,0
"546003","16712",United Kingdom,2011-03-01 00:00:00.000,366.57,153,50,1
"546004","",United Kingdom,2011-03-01 00:00:00.000,2.55,1,1,0
"546005","14426",United Kingdom,2011-03-01 00:00:00.000,794.41,379,53,1
"546006","17639",United Kingdom,2011-03-01 00:00:00.000,108.50,49,7,1
"546007","",United Kingdom,2011-03-01 00:00:00.000,1273.26,302,189,1
"546008","",United Kingdom,2011-03-01 00:00:00.000,1572.65,422,204,1
"546009","16426",United Kingdom,2011-03-01 00:00:00.000,328.37,157,11,1
"546011","17306",United Kingdom,2011-03-01 00:00:00.000,367.20,936,2,1
"546013","16495",United Kingdom,2011-03-01 00:00:00.000,238.01,165,32,1
"546014","16495",United Kingdom,2011-03-01 00:00:00.000,8.5,1,1,0
"546015","14336",United Kingdom,2011-03-01 00:00:00.000,534.42,434,29,1
"546017","14507",United Kingdom,2011-03-01 00:00:00.000,339.36,222,28,1
"546019","14507",United Kingdom,2011-03-01 00:00:00.000,39.49,50,11,0
"546027","12759",Netherlands,2011-03-01 00:00:00.000,444.80,277,27,1
"546028","17049",United Kingdom,2011-03-01 00:00:00.000,924.54,314,40,1
"546029","15206",United Kingdom,2011-03-01 00:00:00.000,17.70,6,1,0
"546030","14013",United Kingdom,2011-03-01 00:00:00.000,118.50,90,8,1
"546031","13267",United Kingdom,2011-03-01 00:00:00.000,201.50,90,9,1
"546032","13267",United Kingdom,2011-03-01 00:00:00.000,85.15,45,6,0
"546033","13267",United Kingdom,2011-03-01 00:00:00.000,15.90,2,1,0
"546034","14032",United Kingdom,2011-03-01 00:00:00.000,309.64,291,20,1
"546035","12924",United Kingdom,2011-03-01 00:00:00.000,229.80,76,5,1
"546036","14645",United Kingdom,2011-03-01 00:00:00.000,240.10,78,9,1
"546037","14825",United Kingdom,2011-03-01 00:00:00.000,247.40,52,9,1
"546038","15071",United Kingdom,2011-03-01 00:00:00.000,588.67,165,12,1
"546062","16221",United Kingdom,2011-03-01 00:00:00.000,148.63,215,20,1
"546067","17450",United Kingdom,2011-03-01 00:00:00.000,2099.70,780,4,1
"546079","14534",United Kingdom,2011-03-01 00:00:00.000,188.25,87,27,1
"546082","12971",United Kingdom,2011-03-01 00:00:00.000,221.40,612,2,1
"546083","12971",United Kingdom,2011-03-01 00:00:00.000,38.98,50,3,0
"546084","14112",United Kingdom,2011-03-01 00:00:00.000,617.10,384,40,1
"546087","13026",United Kingdom,2011-03-01 00:00:00.000,84.36,156,5,0
"546088","12881",United Kingdom,2011-03-01 00:00:00.000,298.00,21,7,1
"546089","17864",United Kingdom,2011-03-01 00:00:00.000,200.85,347,29,1
"546090","16525",United Kingdom,2011-03-01 00:00:00.000,660.34,306,7,1
"546091","14936",Channel Islands,2011-03-01 00:00:00.000,1576.36,944,81,1
"546092","17138",United Kingdom,2011-03-01 00:00:00.000,380.50,126,24,1
"546096","15502",United Kingdom,2011-03-01 00:00:00.000,1711.06,1566,55,1
"546100","16572",United Kingdom,2011-03-01 00:00:00.000,342.58,202,21,1
"546101","14803",United Kingdom,2011-03-01 00:00:00.000,188.64,48,5,1
"546102","16316",United Kingdom,2011-03-01 00:00:00.000,17.70,6,1,0
